Date,F.Y,QUARTER,P_NO,PAYMENT TYPE,TYPE OF PRODUCT,Quantity,Price,Amount,TYPE OF ACCESSORY/MOBILE
28-07-2019,2019-2020,2,P/A/50,MOBILE PAYMENTS,ACCESSORY,1,2338.98,2838.98,WIRELESS HEADSET
28-07-2019,2019-2020,2,P/M/A1,CREDIT,MOBILE,1,6633.92,7133.92,BUDGET PHONE
28-07-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
28-07-2019,2019-2020,2,P/M/A3,CASH,MOBILE,1,9459.82,9959.82,BUDGET PHONE
28-07-2019,2019-2020,2,P/M/A46,MOBILE PAYMENTS,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
28-07-2019,2019-2020,2,P/M/A6,MOBILE PAYMENTS,MOBILE,1,4130.36,4630.36,BUDGET PHONE
28-07-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
28-07-2019,2019-2020,2,P/M/A7,CREDIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
29-07-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
29-07-2019,2019-2020,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
30-07-2019,2019-2020,2,P/A/26,CASH,ACCESSORY,1,2295.76,2795.76,CHARGER 
30-07-2019,2019-2020,2,P/A/7,MOBILE PAYMENTS,ACCESSORY,1,1618.64,2118.64,GALAXY WATCH
30-07-2019,2019-2020,2,P/M/A22,DEBIT,MOBILE,1,32526.78,33026.78,PREMIUM MIDRANGE PHONE
30-07-2019,2019-2020,2,P/M/A24,CREDIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
30-07-2019,2019-2020,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
30-07-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
01-08-2019,2019-2020,2,P/A/35,DEBIT,ACCESSORY,1,2042.38,2542.38,COVER
01-08-2019,2019-2020,2,P/A/41,CASH,ACCESSORY,1,2211.86,2711.86,POWER BANK
01-08-2019,2019-2020,2,P/A/47,CASH,ACCESSORY,1,1406.78,1906.78,WIRELESS HEADSET
01-08-2019,2019-2020,2,P/A/50,DEBIT,ACCESSORY,1,2338.98,2838.98,WIRELESS HEADSET
01-08-2019,2019-2020,2,P/M/A24,CASH,MOBILE,1,982.14,1482.14,BUDGET PHONE
01-08-2019,2019-2020,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
01-08-2019,2019-2020,2,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
01-08-2019,2019-2020,2,P/M/A45,CREDIT,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
01-08-2019,2019-2020,2,P/M/A46,CREDIT,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
01-08-2019,2019-2020,2,P/M/A7,CREDIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
01-08-2019,2019-2020,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
02-08-2019,2019-2020,2,P/A/1,CREDIT,ACCESSORY,1,20677.97,21177.97,GALAXY WATCH
02-08-2019,2019-2020,2,P/A/21,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
02-08-2019,2019-2020,2,P/A/7,CREDIT,ACCESSORY,1,1618.64,2118.64,GALAXY WATCH
02-08-2019,2019-2020,2,P/M/A46,MOBILE PAYMENTS,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
02-08-2019,2019-2020,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
03-08-2019,2019-2020,2,P/A/35,DEBIT,ACCESSORY,1,1830.5,2330.5,COVER
03-08-2019,2019-2020,2,P/A/7,MOBILE PAYMENTS,ACCESSORY,1,1610.16,2110.16,GALAXY WATCH
03-08-2019,2019-2020,2,P/M/A1,CREDIT,MOBILE,1,6633.92,7133.92,BUDGET PHONE
03-08-2019,2019-2020,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
04-08-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
04-08-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6563.4,7063.4,BUDGET PHONE
15-08-2018,2018-2019,2,P/M/A14,DEBIT,MOBILE,1,19187.5,19687.5,MIDRANGE PHONE
16-07-2018,2018-2019,2,P/M/A13,CASH,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
22-07-2018,2018-2019,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
26-07-2018,2018-2019,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
28-07-2018,2018-2019,2,P/M/A13,MOBILE PAYMENTS,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
04-08-2019,2019-2020,2,P/M/A21,CASH,MOBILE,1,42348.21,42848.21,PREMIUM MIDRANGE PHONE
04-08-2019,2019-2020,2,P/M/A21,CREDIT,MOBILE,1,42348.22,42848.22,PREMIUM MIDRANGE PHONE
04-08-2019,2019-2020,2,P/M/A22,CASH,MOBILE,1,32526.78,33026.78,PREMIUM MIDRANGE PHONE
04-08-2019,2019-2020,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
04-08-2019,2019-2020,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
04-08-2019,2019-2020,2,P/M/A75,MOBILE PAYMENTS,MOBILE,1,75303.58,75803.58,FLAGSHIP PHONE
05-08-2019,2019-2020,2,P/A/44,CREDIT,ACCESSORY,1,7966.1,8466.1,WIRELESS EARPHONES
05-08-2019,2019-2020,2,P/A/5,MOBILE PAYMENTS,ACCESSORY,1,16448.3,16948.3,GALAXY WATCH
05-08-2019,2019-2020,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
05-08-2019,2019-2020,2,P/M/A46,DEBIT,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
05-08-2019,2019-2020,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
02-08-2018,2018-2019,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
12-08-2018,2018-2019,2,P/M/A13,CREDIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
07-08-2019,2019-2020,2,P/A/47,DEBIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
07-08-2019,2019-2020,2,P/M/A1,CASH,MOBILE,1,6563.4,7063.4,BUDGET PHONE
18-08-2018,2018-2019,2,P/M/A13,CASH,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
07-08-2019,2019-2020,2,P/M/A23,MOBILE PAYMENTS,MOBILE,1,750,1250,BUDGET PHONE
07-08-2019,2019-2020,2,P/M/A3,CASH,MOBILE,1,9758.92,10258.92,BUDGET PHONE
20-08-2018,2018-2019,2,P/M/A13,MOBILE PAYMENTS,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
12-09-2018,2018-2019,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
08-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
08-08-2019,2019-2020,2,P/M/A46,MOBILE PAYMENTS,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
09-08-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
10-08-2019,2019-2020,2,P/A/21,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
21-09-2018,2018-2019,2,P/M/A13,DEBIT,MOBILE,1,19428.58,19928.58,MIDRANGE PHONE
10-08-2019,2019-2020,2,P/M/A24,MOBILE PAYMENTS,MOBILE,1,950.9,1450.9,BUDGET PHONE
10-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
10-08-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
15-09-2019,2019-2020,2,P/M/A11,DEBIT,MOBILE,1,19436.6,19936.6,MIDRANGE PHONE
19-07-2018,2018-2019,2,P/M/A13,CREDIT,MOBILE,1,19455.36,19955.36,MIDRANGE PHONE
11-08-2019,2019-2020,2,P/M/A23,DEBIT,MOBILE,1,750,1250,BUDGET PHONE
11-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9459.82,9959.82,BUDGET PHONE
11-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9459.82,9959.82,BUDGET PHONE
12-08-2019,2019-2020,2,P/A/7,CREDIT,ACCESSORY,1,1618.64,2118.64,GALAXY WATCH
12-08-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
13-08-2019,2019-2020,2,P/M/A1,CASH,MOBILE,1,6563.4,7063.4,BUDGET PHONE
13-08-2019,2019-2020,2,P/M/A23,CREDIT,MOBILE,1,750,1250,BUDGET PHONE
13-08-2019,2019-2020,2,P/M/A45,MOBILE PAYMENTS,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
14-08-2019,2019-2020,2,P/A/44,DEBIT,ACCESSORY,1,7966.1,8466.1,WIRELESS EARPHONES
14-08-2019,2019-2020,2,P/M/A1,DEBIT,MOBILE,1,6633.92,7133.92,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A1,DEBIT,MOBILE,1,6563.4,7063.4,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6563.4,7063.4,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A3,CREDIT,MOBILE,1,9459.82,9959.82,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A3,DEBIT,MOBILE,1,9459.82,9959.82,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A6,DEBIT,MOBILE,1,4130.36,4630.36,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A6,CASH,MOBILE,1,4130.36,4630.36,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A6,MOBILE PAYMENTS,MOBILE,1,4130.36,4630.36,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A6,MOBILE PAYMENTS,MOBILE,1,4223.22,4723.22,BUDGET PHONE
14-08-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
03-08-2020,2020-2021,2,P/M/A12,CREDIT,MOBILE,1,19838.14,20338.14,MIDRANGE PHONE
08-09-2020,2020-2021,2,P/M/A12,DEBIT,MOBILE,1,19838.14,20338.14,MIDRANGE PHONE
17-08-2020,2020-2021,2,P/M/A12,DEBIT,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
18-08-2020,2020-2021,2,P/M/A12,DEBIT,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
26-08-2020,2020-2021,2,P/M/A12,CASH,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
15-08-2019,2019-2020,2,P/M/A46,MOBILE PAYMENTS,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
15-08-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
31-08-2020,2020-2021,2,P/M/A12,MOBILE PAYMENTS,MOBILE,1,19838.98,20338.98,MIDRANGE PHONE
16-08-2019,2019-2020,2,P/M/A21,MOBILE PAYMENTS,MOBILE,1,42348.22,42848.22,PREMIUM MIDRANGE PHONE
16-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9459.82,9959.82,BUDGET PHONE
16-08-2019,2019-2020,2,P/M/A46,MOBILE PAYMENTS,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
16-08-2019,2019-2020,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
17-08-2019,2019-2020,2,P/A/47,DEBIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
17-08-2019,2019-2020,2,P/M/A1,CREDIT,MOBILE,1,6563.4,7063.4,BUDGET PHONE
17-08-2019,2019-2020,2,P/M/A1,CREDIT,MOBILE,1,6563.39,7063.39,BUDGET PHONE
17-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.93,10258.93,BUDGET PHONE
17-08-2019,2019-2020,2,P/M/A3,CASH,MOBILE,1,9758.92,10258.92,BUDGET PHONE
17-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
17-08-2019,2019-2020,2,P/M/A39,MOBILE PAYMENTS,MOBILE,1,31553.58,32053.58,PREMIUM MIDRANGE PHONE
17-08-2019,2019-2020,2,P/M/A6,DEBIT,MOBILE,1,4223.22,4723.22,BUDGET PHONE
18-08-2019,2019-2020,2,P/A/32,CREDIT,ACCESSORY,1,685.6,1185.6,COVER
05-07-2018,2018-2019,2,P/M/A13,DEBIT,MOBILE,1,20026.78,20526.78,MIDRANGE PHONE
18-08-2019,2019-2020,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
18-08-2019,2019-2020,2,P/M/A59,DEBIT,MOBILE,1,8866.08,9366.08,BUDGET PHONE
18-08-2019,2019-2020,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
19-08-2019,2019-2020,2,P/A/35,CREDIT,ACCESSORY,1,1972.04,2472.04,COVER
19-08-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
19-08-2019,2019-2020,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
19-08-2019,2019-2020,2,P/M/A6,DEBIT,MOBILE,1,4223.22,4723.22,BUDGET PHONE
19-08-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
20-08-2019,2019-2020,2,P/M/A23,CASH,MOBILE,1,794.64,1294.64,BUDGET PHONE
20-08-2019,2019-2020,2,P/M/A3,CASH,MOBILE,1,9758.92,10258.92,BUDGET PHONE
21-08-2019,2019-2020,2,P/A/5,CASH,ACCESSORY,1,16448.3,16948.3,GALAXY WATCH
21-08-2019,2019-2020,2,P/M/A3,CREDIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
21-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
21-08-2019,2019-2020,2,P/M/A75,DEBIT,MOBILE,1,75303.58,75803.58,FLAGSHIP PHONE
22-08-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,4,6486.61,27946.43,BUDGET PHONE
22-08-2019,2019-2020,2,P/M/A24,MOBILE PAYMENTS,MOBILE,1,982.14,1482.14,BUDGET PHONE
22-08-2019,2019-2020,2,P/M/A3,CASH,MOBILE,1,9758.92,10258.92,BUDGET PHONE
22-08-2019,2019-2020,2,P/M/A7,CREDIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
22-08-2019,2019-2020,2,P/M/A77,DEBIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
22-08-2019,2019-2020,2,P/M/A77,CREDIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
22-08-2019,2019-2020,2,P/M/A77,CREDIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
22-08-2019,2019-2020,2,P/M/A77,DEBIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
22-08-2019,2019-2020,2,P/M/A77,CREDIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
22-08-2019,2019-2020,2,P/M/A77,MOBILE PAYMENTS,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
23-08-2019,2019-2020,2,P/M/A3,CREDIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
23-08-2019,2019-2020,2,P/M/A6,CASH,MOBILE,1,4223.22,4723.22,BUDGET PHONE
23-08-2019,2019-2020,2,P/M/A75,DEBIT,MOBILE,1,75303.58,75803.58,FLAGSHIP PHONE
23-08-2019,2019-2020,2,P/M/A77,DEBIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
23-08-2019,2019-2020,2,P/M/A77,DEBIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
23-08-2019,2019-2020,2,P/M/A77,CREDIT,MOBILE,1,79856.24,80356.24,LUXURY PHONE
23-08-2019,2019-2020,2,P/M/A77,CREDIT,MOBILE,1,70928.58,71428.58,FLAGSHIP PHONE
23-08-2019,2019-2020,2,P/M/A77,DEBIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
23-08-2019,2019-2020,2,P/M/A77,CREDIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
23-08-2019,2019-2020,2,P/M/A77,CREDIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
24-08-2019,2019-2020,2,P/A/1,MOBILE PAYMENTS,ACCESSORY,1,20677.96,21177.96,GALAXY WATCH
24-08-2019,2019-2020,2,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,508.48,1008.48,CHARGER 
24-08-2019,2019-2020,2,P/M/A1,CASH,MOBILE,1,6633.92,7133.92,BUDGET PHONE
24-08-2019,2019-2020,2,P/M/A1,CASH,MOBILE,6,6486.61,41919.64,BUDGET PHONE
24-08-2019,2019-2020,2,P/M/A7,CREDIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
24-08-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
24-08-2019,2019-2020,2,P/M/A75,DEBIT,MOBILE,1,60125,60625,FLAGSHIP PHONE
24-08-2019,2019-2020,2,P/M/A77,MOBILE PAYMENTS,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
24-08-2019,2019-2020,2,P/M/A77,CREDIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
25-08-2019,2019-2020,2,P/A/23,CASH,ACCESSORY,1,686.44,1186.44,CHARGER 
25-08-2019,2019-2020,2,P/A/27,CREDIT,ACCESSORY,1,4583.9,5083.9,CHARGER 
25-08-2019,2019-2020,2,P/A/7,DEBIT,ACCESSORY,1,1025.42,1525.42,GALAXY WATCH
25-08-2019,2019-2020,2,P/M/A21,CASH,MOBILE,1,35213.4,35713.4,PREMIUM MIDRANGE PHONE
25-08-2019,2019-2020,2,P/M/A76,DEBIT,MOBILE,1,62000,62500,FLAGSHIP PHONE
25-08-2019,2019-2020,2,P/M/A77,DEBIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
25-08-2019,2019-2020,2,P/M/A77,MOBILE PAYMENTS,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
25-08-2019,2019-2020,2,P/M/A77,MOBILE PAYMENTS,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
25-08-2019,2019-2020,2,P/M/A77,CREDIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
25-08-2019,2019-2020,2,P/M/A77,MOBILE PAYMENTS,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
26-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
27-08-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
27-08-2019,2019-2020,2,P/M/A1,CREDIT,MOBILE,1,6633.92,7133.92,BUDGET PHONE
27-08-2019,2019-2020,2,P/M/A24,MOBILE PAYMENTS,MOBILE,1,973.22,1473.22,BUDGET PHONE
29-08-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
29-08-2019,2019-2020,2,P/M/A1,DEBIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
29-08-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
29-08-2019,2019-2020,2,P/M/A24,DEBIT,MOBILE,1,982.14,1482.14,BUDGET PHONE
29-08-2019,2019-2020,2,P/M/A7,CREDIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
29-08-2019,2019-2020,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
30-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
30-08-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
30-08-2019,2019-2020,2,P/T/S2,CREDIT,TABLET,1,10084.74,10584.74,BUDGET TABLET
31-08-2019,2019-2020,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
31-08-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
31-08-2019,2019-2020,2,P/M/A76,MOBILE PAYMENTS,MOBILE,1,61999.1,62499.1,FLAGSHIP PHONE
31-08-2019,2019-2020,2,P/M/A77,DEBIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
31-08-2019,2019-2020,2,P/M/A77,CREDIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
31-08-2019,2019-2020,2,P/M/A77,DEBIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
01-09-2019,2019-2020,2,P/A/35,CASH,ACCESSORY,1,2042.38,2542.38,COVER
01-09-2019,2019-2020,2,P/A/7,DEBIT,ACCESSORY,1,1533.9,2033.9,GALAXY WATCH
01-09-2019,2019-2020,2,P/M/A1,CASH,MOBILE,1,6633.92,7133.92,BUDGET PHONE
01-09-2019,2019-2020,2,P/M/A1,CASH,MOBILE,1,6633.92,7133.92,BUDGET PHONE
01-09-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
01-09-2019,2019-2020,2,P/M/A23,DEBIT,MOBILE,1,750,1250,BUDGET PHONE
01-09-2019,2019-2020,2,P/M/A77,MOBILE PAYMENTS,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
02-09-2019,2019-2020,2,P/A/22,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
02-09-2019,2019-2020,2,P/A/44,DEBIT,ACCESSORY,1,7966.1,8466.1,WIRELESS EARPHONES
02-09-2019,2019-2020,2,P/M/A25,CASH,MOBILE,1,1366.08,1866.08,BUDGET PHONE
02-09-2019,2019-2020,2,P/M/A3,DEBIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
02-09-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
02-09-2019,2019-2020,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
03-09-2019,2019-2020,2,P/A/22,CASH,ACCESSORY,1,508.48,1008.48,CHARGER 
03-09-2019,2019-2020,2,P/M/A1,CASH,MOBILE,1,6633.92,7133.92,BUDGET PHONE
03-09-2019,2019-2020,2,P/M/A21,CREDIT,MOBILE,1,42348.22,42848.22,PREMIUM MIDRANGE PHONE
04-09-2019,2019-2020,2,P/M/A23,CASH,MOBILE,1,750,1250,BUDGET PHONE
04-09-2019,2019-2020,2,P/M/A23,DEBIT,MOBILE,1,705.36,1205.36,BUDGET PHONE
04-09-2019,2019-2020,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
04-09-2019,2019-2020,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
04-09-2019,2019-2020,2,P/M/A7,DEBIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
05-09-2019,2019-2020,2,P/M/A24,MOBILE PAYMENTS,MOBILE,1,883.92,1383.92,BUDGET PHONE
06-09-2019,2019-2020,2,P/A/35,MOBILE PAYMENTS,ACCESSORY,1,1788.14,2288.14,COVER
06-09-2019,2019-2020,2,P/A/44,CREDIT,ACCESSORY,1,7966.1,8466.1,WIRELESS EARPHONES
06-09-2019,2019-2020,2,P/M/A1,CASH,MOBILE,1,6633.92,7133.92,BUDGET PHONE
06-09-2019,2019-2020,2,P/M/A1,MOBILE PAYMENTS,MOBILE,1,6633.92,7133.92,BUDGET PHONE
06-09-2019,2019-2020,2,P/M/A3,CASH,MOBILE,1,9758.92,10258.92,BUDGET PHONE
06-09-2019,2019-2020,2,P/M/A3,CREDIT,MOBILE,1,9758.92,10258.92,BUDGET PHONE
06-09-2019,2019-2020,2,P/M/A77,CREDIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
07-09-2019,2019-2020,2,P/A/34,MOBILE PAYMENTS,ACCESSORY,1,5093.22,5593.22,COVER
07-09-2019,2019-2020,2,P/A/50,DEBIT,ACCESSORY,1,2105.94,2605.94,WIRELESS HEADSET
07-09-2019,2019-2020,2,P/M/A3,CASH,MOBILE,1,9758.92,10258.92,BUDGET PHONE
07-09-2019,2019-2020,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
07-09-2019,2019-2020,2,P/M/A7,CASH,MOBILE,1,13330.36,13830.36,BUDGET PHONE
07-09-2019,2019-2020,2,P/M/A77,DEBIT,MOBILE,1,70927.68,71427.68,FLAGSHIP PHONE
08-09-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
08-09-2019,2019-2020,2,P/M/A3,DEBIT,MOBILE,1,9758.93,10258.93,BUDGET PHONE
08-09-2019,2019-2020,2,P/M/A30,DEBIT,MOBILE,1,97713.4,98213.4,LUXURY PHONE
08-09-2019,2019-2020,2,P/M/A7,CREDIT,MOBILE,1,13330.36,13830.36,BUDGET PHONE
08-09-2019,2019-2020,2,P/M/A7,MOBILE PAYMENTS,MOBILE,1,13330.36,13830.36,BUDGET PHONE
08-09-2019,2019-2020,2,P/M/A76,CREDIT,MOBILE,1,61999.1,62499.1,FLAGSHIP PHONE
09-09-2019,2019-2020,2,P/A/22,DEBIT,ACCESSORY,1,508.48,1008.48,CHARGER 
09-09-2019,2019-2020,2,P/A/50,MOBILE PAYMENTS,ACCESSORY,1,1957.62,2457.62,WIRELESS HEADSET
10-09-2019,2019-2020,2,P/A/35,MOBILE PAYMENTS,ACCESSORY,1,2042.38,2542.38,COVER
10-09-2019,2019-2020,2,P/A/7,CASH,ACCESSORY,1,1618.64,2118.64,GALAXY WATCH
10-09-2019,2019-2020,2,P/M/A24,MOBILE PAYMENTS,MOBILE,1,928.58,1428.58,BUDGET PHONE
10-09-2019,2019-2020,2,P/M/A6,CASH,MOBILE,1,4223.22,4723.22,BUDGET PHONE
11-09-2019,2019-2020,2,P/M/A3,MOBILE PAYMENTS,MOBILE,1,9758.92,10258.92,BUDGET PHONE
11-09-2019,2019-2020,2,P/M/A6,CREDIT,MOBILE,1,4223.22,4723.22,BUDGET PHONE
